Production Budget ($),Worldwide Gross ($)
"$9,000,000 ","$3,134,509 "
"$1,000,000 ","$2,022,442 "
"$90,000,000 ","$106,000,000 "
"$38,000,000 ","$58,394,308 "
"$800,000 ","$371,647 "
"$300,000 ","$2,652,515 "
"$80,000,000 ","$58,270,391 "
"$80,000,000 ","$33,463,969 "
"$32,000,000 ","$82,339,483 "
"$1,200,000 ","$10,827,356 "
"$28,000,000 ","$31,320,293 "
"$11,000,000 ","$13,719,474 "
"$9,000,000 ","$17,804,273 "
"$5,000,000 ","$109,273,197 "
"$3,000,000 ","$39,852 "
"$48,000,000 ","$90,376,224 "
"$40,000,000 ","$55,696,705 "
"$20,000,000 ","$2,282,710 "
"$2,000,000 ","$11,546,543 "
"$65,000,000 ","$10,014,234 "
"$22,000,000 ","$13,555,988 "
"$15,000,000 ","$47,721,314 "
"$5,250,000 ","$20,097 "
"$42,000 ","$342,722 "
"$600,000 ","$173,599 "
"$50,000,000 ","$39,778,599 "
"$20,000,000 ","$96,147,688 "
"$13,000,000 ","$62,452,927 "
"$200,000 ","$1,161,843 "
"$50,000,000 ","$50,054,511 "
"$40,000,000 ","$90,717,684 "
"$40,000,000 ","$40,435,694 "
"$10,000,000 ","$1,953,882 "
"$6,800,000 ","$927,107 "
"$123,000,000 ","$345,141,403 "
"$82,000,000 ","$96,024,898 "
"$35,000,000 ","$53,425,292 "
"$30,000,000 ","$103,284,813 "
"$85,000,000 ","$66,941,559 "
"$73,243,106 ","$248,099,143 "
"$13,500,000 ","$11,732,088 "
"$9,500,000 ","$59,675,307 "
"$7,000,000 ","$35,795,319 "
"$80,000,000 ","$29,725,663 "
"$18,000,000 ","$21,361,109 "
"$12,000,000 ","$6,982,680 "
"$8,000,000 ","$4,714,090 "
"$2,000,000 ","$2,419,669 "
"$100,000,000 ","$169,296,573 "
"$65,000,000 ","$374,105,123 "
"$25,000,000 ","$152,500,343 "
"$13,000,000 ","$73,180,297 "
"$6,000,000 ","$10,557,291 "
"$43,000,000 ","$80,013,623 "
"$10,000,000 ","$44,567,606 "
"$85,000,000 ","$427,230,516 "
"$80,000,000 ","$66,554,547 "
"$60,000,000 ","$124,715,863 "
"$45,000,000 ","$213,420,951 "
"$45,000,000 ","$18,120,267 "
"$28,000,000 ","$33,000,377 "
"$26,000,000 ","$75,763,814 "
"$10,000,000 ","$5,149,131 "
"$4,000,000 ","$75,078 "
"$48,000,000 ","$208,300,000 "
"$13,000,000 ","$1,375,635 "
"$8,000,000 ","$8,279,017 "
"$30,000,000 ","$38,462,071 "
"$22,000,000 ","$55,762,229 "
"$45,000,000 ","$29,406,132 "
"$28,000,000 ","$94,728,529 "
"$18,500,000 ","$4,221,341 "
"$14,000,000 ","$10,397,365 "
"$10,000,000 ","$20,384,136 "
"$40,000,000 ","$145,238,250 "
"$16,000,000 ","$43,057,552 "
"$13,500,000 ","$892,506 "
"$13,000,000 ","$3,058,380 "
"$115,000,000 ","$559,757,719 "
"$53,000,000 ","$54,207,112 "
"$49,000,000 ","$72,689,126 "
"$10,350,000 ","$174,201,661 "
"$500,000 ","$7,890 "
"$40,000,000 ","$65,754,228 "
"$30,000,000 ","$71,172,251 "
"$10,000,000 ","$44,451,470 "
"$75,000,000 ","$5,409,517 "
"$62,000,000 ","$18,708,848 "
"$90,000,000 ","$347,425,832 "
"$30,000,000 ","$165,334,774 "
"$26,000,000 ","$16,521,410 "
"$85,000,000 ","$96,971,293 "
"$33,000,000 ","$79,958,599 "
"$5,000,000 ","$39,723,096 "
"$250,000 ","$1,366,235 "
"$50,000 ","$2,335,352 "
"$38,000,000 ","$57,753,825 "
"$25,000,000 ","$5,516,708 "
"$6,000,000 ","$27,958,191 "
"$35,000,000 ","$197,692,062 "
"$23,000,000 ","$38,684,906 "
"$18,000,000 ","$27,491,653 "
"$11,000,000 ","$13,558,739 "
"$2,000,000 ","$20,883,834 "
"$98,000,000 ","$435,040,395 "
"$2,000,000 ","$76,654 "
"$60,000,000 ","$200,700,000 "
"$45,000,000 ","$141,189,101 "
"$25,000,000 ","$281,527,158 "
"$25,000,000 ","$39,393,111 "
"$15,000,000 ","$14,249,005 "
"$105,000,000 ","$10,364,769 "
"$72,000,000 ","$54,616,869 "
"$8,000,000 ","$19,585 "
"$5,000,000 ","$6,755,271 "
"$45,000,000 ","$104,505,362 "
"$28,000,000 ","$77,477,297 "
"$23,000,000 ","$21,973,182 "
"$12,000,000 ","$17,292,381 "
"$53,000,000 ","$179,209,685 "
"$50,000,000 ","$491,812,794 "
"$38,000,000 ","$29,544,532 "
"$151,500,000 ","$449,239,855 "
"$40,000,000 ","$16,172,200 "
"$30,000,000 ","$83,282,296 "
"$28,000,000 ","$105,159,085 "
"$3,000,000 ","$68,452,128 "
"$1,000,000 ","$852,206 "
"$25,000,000 ","$36,833,473 "
"$10,000 ","$94,596 "
"$4,300,000 ","$10,158,355 "
"$94,000,000 ","$273,330,185 "
"$1,800,000 ","$3,050,934 "
"$72,000,000 ","$176,101,721 "
"$38,000,000 ","$206,512,310 "
"$16,000,000 ","$28,734,552 "
"$90,000,000 ","$235,900,000 "
"$15,000,000 ",$0 
"$13,000,000 ","$19,929,123 "
"$3,500,000 ","$3,293,258 "
"$40,000,000 ","$27,053,815 "
"$38,000,000 ","$19,317,765 "
"$14,000,000 ","$4,288,246 "
"$13,000,000 ","$22,391,450 "
"$700,000 ","$1,140,965 "
"$85,000,000 ","$450,728,529 "
"$6,000,000 ","$1,290,920 "
"$1,000,000 ","$2,684,207 "
"$68,000,000 ","$113,542,091 "
"$18,000,000 ","$141,809,235 "
"$5,000,000 ","$5,476,060 "
"$2,100,000 ","$1,381,824 "
"$93,000,000 ","$365,900,000 "
"$46,000,000 ","$160,648,493 "
"$12,000,000 ","$450,594 "
"$6,000,000 ","$3,747,270 "
"$5,500,000 ","$8,761,608 "
"$100,000,000 ","$362,211,740 "
"$400,000 ","$44,452 "
"$90,000,000 ","$186,049,020 "
"$80,000,000 ","$147,080,413 "
"$80,000,000 ","$98,341,932 "
"$3,000,000 ","$9,981,635 "
"$15,000,000 ","$11,919,578 "
"$48,000,000 ","$50,315,140 "
"$57,000,000 ","$62,097,495 "
"$48,000,000 ","$86,607,223 "
"$35,000,000 ","$13,601,109 "
"$6,500,000 ","$64,148 "
"$1,377,800 ",$0 
"$1,000,000 ","$113,433 "
"$28,000,000 ","$8,434,601 "
"$26,000,000 ","$18,496,522 "
"$22,000,000 ","$33,762,400 "
"$17,000,000 ","$19,693,891 "
"$13,000,000 ","$5,002,310 "
"$10,000,000 ","$58,939,035 "
"$5,000,000 ","$16,017,403 "
"$1,000,000 ","$17,127 "
"$87,000,000 ","$350,100,280 "
"$22,000,000 ","$25,873,142 "
"$42,000,000 ","$56,331,864 "
"$12,000,000 ","$622,273 "
"$10,000,000 ","$19,860,259 "
"$10,000 ","$673,780 "
"$40,000,000 ","$70,836,296 "
"$35,000,000 ","$28,906,817 "
"$100,000 ","$1,358 "
"$22,000,000 ","$22,861,785 "
"$21,000,000 ","$43,728,560 "
"$22,000,000 ","$6,047,691 "
"$8,500,000 ","$4,273,372 "
"$50,000,000 ","$104,488,383 "
"$31,000,000 ","$30,885,781 "
"$28,000,000 ","$60,780,981 "
"$2,000,000 ","$1,075,504 "
"$70,000,000 ","$13,596,911 "
"$30,000,000 ","$286,500,000 "
"$17,000,000 ","$207,765,056 "
"$1,500,000 ","$1,619,602 "
"$60,000,000 ","$20,541,668 "
"$47,000,000 ","$29,781,453 "
"$35,000,000 ","$68,712,365 "
"$10,000,000 ","$8,378,853 "
"$19,000,000 ","$68,467,960 "
"$18,000,000 ","$23,889,158 "
"$10,000,000 ","$4,690,802 "
"$10,000,000 ","$226,792 "
"$4,500,000 ","$7,503,672 "
"$22,000,000 ","$14,252,830 "
"$16,000,000 ","$30,987,695 "
"$7,000,000 ","$23,393,939 "
"$41,000,000 ","$100,622,586 "
"$137,000,000 ","$85,131,830 "
"$4,000,000 ","$10,097,096 "
"$125,000,000 ","$974,755,371 "
"$6,000,000 ","$2,522,928 "
"$90,000,000 ","$143,049,560 "
"$35,000,000 ","$33,422,806 "
"$11,000,000 ","$14,786,394 "
"$1,000,000 ","$3,575,308 "
"$1,700,000 ","$42,137,871 "
"$40,000,000 ","$58,855,732 "
"$38,000,000 ","$623,374 "
"$30,000,000 ","$17,865,209 "
"$24,000,000 ","$29,823,162 "
"$13,000,000 ","$122,244,329 "
"$75,000,000 ","$71,523,271 "
"$11,000,000 ","$25,116,103 "
"$70,000,000 ","$202,726,605 "
"$28,000,000 ","$71,430,876 "
"$15,000,000 ","$62,401,343 "
"$7,000,000 ","$4,720,371 "
"$5,500,000 ","$15,155,021 "
"$109,000,000 ","$887,210,985 "
"$78,000,000 ","$317,668,058 "
"$72,000,000 ","$37,306,334 "
"$38,000,000 ","$24,515,990 "
"$25,000,000 ","$102,992,536 "
"$12,000,000 ","$31,222,395 "
"$109,000,000 ","$87,683,966 "
"$48,000,000 ","$70,937,778 "
"$35,000,000 ","$24,405,825 "
"$18,000,000 ","$41,300,105 "
"$4,000,000 ","$43,766,463 "
"$95,000,000 ","$159,691,085 "
"$22,000,000 ","$92,542,418 "
"$7,500,000 ","$10,834,406 "
"$2,000,000 ",$0 
"$13,000,000 ","$8,130,727 "
"$11,000,000 ","$4,814,244 "
"$500,000 ","$1,250,798 "
"$70,000,000 ","$114,658,262 "
"$17,000,000 ","$95,092,667 "
"$160,000 ","$32,092 "
"$70,000,000 ","$60,279,822 "
"$65,000,000 ","$172,825,854 "
"$32,000,000 ","$116,898,028 "
"$42,000,000 ","$56,438,555 "
"$40,000,000 ","$75,389,090 "
"$15,000,000 ","$1,405,032 "
"$11,000,000 ","$46,060,915 "
"$10,000,000 ","$17,033,556 "
"$70,702,619 ","$408,269,295 "
"$16,000,000 ","$40,363,530 "
"$3,000,000 ","$19,184,820 "
"$2,000,000 ","$3,438,804 "
"$70,000,000 ","$33,076,815 "
"$36,000,000 ","$102,226,631 "
"$20,000,000 ","$109,862,682 "
"$12,000,000 ","$57,000,000 "
"$12,000,000 ","$2,326,407 "
"$1,200,000 ","$23,046,142 "
"$60,000,000 ","$82,150,183 "
"$60,000,000 ","$30,063,805 "
"$35,000,000 ","$30,307,804 "
"$4,500,000 ","$92,723 "
"$1,200,000 ","$27,025,600 "
"$1,100,000 ","$247,740 "
"$139,000,000 ","$821,706,375 "
"$16,000,000 ","$14,839,383 "
"$10,000,000 ","$6,244,618 "
"$140,000,000 ","$441,767,803 "
"$30,000,000 ","$62,432,423 "
"$25,000,000 ","$16,425,701 "
"$1,500,000 ","$9,345,061 "
"$85,000,000 ","$78,948,765 "
"$65,000,000 ","$386,116,343 "
"$35,000,000 ","$103,787,401 "
"$5,000,000 ","$33,649,881 "
"$54,000,000 ","$154,338,601 "
"$12,000,000 ","$12,516,222 "
"$1,500,000 ","$119,841 "
"$50,000,000 ","$8,374,062 "
"$48,000,000 ","$196,308,367 "
"$26,000,000 ","$38,788,828 "
"$22,000,000 ","$80,491,516 "
"$40,000,000 ","$7,974,607 "
"$78,000,000 ","$206,455,420 "
"$14,000,000 ","$25,608,779 "
"$12,000,000 ","$4,606,284 "
"$60,000,000 ","$165,890,634 "
"$50,000,000 ","$56,643,267 "
"$5,000,000 ","$374,890,034 "
"$1,500,000 ","$12,412,889 "
"$40,000,000 ","$14,448,589 "
"$18,000,000 ","$676,698 "
"$14,000,000 ","$16,951,798 "
"$400,000 ","$1,600,566 "
"$45,000,000 ","$8,488,871 "
"$42,000,000 ","$63,781,100 "
"$6,000,000 ","$39,241,323 "
"$6,000,000 ","$4,316,497 "
"$115,000,000 ","$656,695,615 "
"$27,000,000 ","$130,759,651 "
"$5,500,000 ","$56,653 "
"$1,500,000 ","$1,840,248 "
"$15,000,000 ","$8,378,141 "
"$80,000,000 ","$106,515,310 "
"$46,000,000 ","$113,622,499 "
"$38,000,000 ","$50,970,660 "
"$3,000,000 ","$3,705,923 "
"$2,100,000 ","$313,436 "
"$68,000,000 ","$193,500,000 "
"$25,000,000 ","$40,796,145 "
"$40,000,000 ","$22,433,915 "
"$10,000,000 ","$34,364,995 "
"$35,000,000 ","$16,830,252 "
"$60,000,000 ","$54,994,757 "
"$20,000,000 ","$5,345,869 "
"$18,500,000 ","$32,531,759 "
"$3,500,000 ","$18,495,444 "
"$115,000,000 ","$77,628,265 "
"$84,000,000 ","$276,294,164 "
"$60,000,000 ","$214,357,371 "
"$12,000,000 ","$1,779,284 "
"$102,000,000 ","$358,824,714 "
"$80,000,000 ","$245,800,000 "
"$15,600,000 ","$13,771,817 "
"$5,600,000 ","$3,281,898 "
"$50,000,000 ","$171,269,535 "
"$10,000,000 ","$13,684,949 "
"$250,000 ","$4,613,482 "
"$70,000,000 ","$69,157,016 "
"$27,000,000 ","$73,826,768 "
"$38,000,000 ","$119,721,296 "
"$8,000,000 ","$16,585,503 "
"$30,000,000 ","$36,722,311 "
"$120,000,000 ","$166,000,000 "
"$90,000,000 ","$65,716,126 "
"$300,000 ","$2,066,892 "
"$150,000 ","$3,270,128 "
"$63,000,000 ","$292,738,626 "
"$20,000,000 ","$16,988,996 "
"$85,000,000 ","$78,353,508 "
"$70,000,000 ","$25,852,508 "
"$15,000,000 ","$52,461,017 "
"$80,000,000 ","$98,983,590 "
"$14,000,000 ","$25,873,145 "
"$7,500,000 ","$4,239,767 "
"$50,000,000 ","$119,114,494 "
"$41,000,000 ","$245,768,384 "
"$13,500,000 ","$29,027,914 "
"$100,000,000 ","$7,094,995 "
"$30,000,000 ","$51,618,420 "
"$25,000,000 ","$14,805,812 "
"$12,000,000 ","$52,223,306 "
"$29,000,000 ","$20,146,150 "
"$20,000,000 ","$12,398,628 "
"$600,000 ",$0 
"$40,000,000 ","$13,208,023 "
"$70,000,000 ","$267,200,000 "
"$50,000,000 ","$26,199,517 "
"$800,000 ","$881,950 "
"$25,000,000 ","$13,973,532 "
"$12,000,000 ","$77,063,461 "
"$9,000,000 ","$4,777,465 "
"$7,500,000 ","$206,400 "
"$70,000,000 ","$14,294,842 "
"$55,000,000 ","$1,807,990 "
"$35,000,000 ","$29,882,645 "
"$30,000,000 ","$6,916,869 "
"$19,000,000 ","$274,949,886 "
"$10,000,000 ","$38,067,218 "
"$8,000,000 ","$42,376,425 "
"$4,000,000 ","$9,413,956 "
"$60,000,000 ","$104,429,625 "
"$38,000,000 ","$182,365,114 "
"$21,000,000 ","$6,830,957 "
"$15,300,000 ","$7,000,000 "
"$950,000 ","$814,666 "
"$13,000,000 ","$28,972,187 "
"$200,000 ","$174,682 "
"$200,000 ","$162,605 "
"$48,000,000 ","$248,218,486 "
"$27,000,000 ","$5,204,007 "
"$25,000,000 ","$12,219,367 "
"$7,000,000 ","$2,703,821 "
"$3,000,000 ","$7,777,790 "
"$20,000,000 ","$68,349,884 "
"$15,000,000 ","$22,723 "
"$12,000,000 ","$56,131,239 "
"$9,000,000 ","$184,255 "
"$5,000,000 ","$79,282,312 "
"$825,000 ","$1,500,711 "
"$18,000,000 ","$43,308,707 "
"$25,000,000 ","$24,591,031 "
"$21,000,000 ","$43,928,932 "
"$16,000,000 ","$21,657,770 "
"$15,000,000 ","$19,344,615 "
"$15,000,000 ","$12,419,700 "
"$10,000,000 ","$598,645 "
"$8,000,000 ","$28,315,272 "
"$4,000,000 ","$11,799,060 "
"$3,000,000 ","$58,240,487 "
"$100,000,000 ","$878,979,634 "
"$25,000,000 ","$19,233,280 "
"$15,500,000 ","$1,693,000 "
"$1,800,000 ","$5,719,000 "
"$750,000 ","$47,329 "
"$350,000 ","$9,118 "
"$142,000,000 ","$431,942,139 "
"$20,000,000 ","$26,348,203 "
"$12,500,000 ","$16,193,713 "
"$10,000,000 ","$33,526,835 "
"$100,000,000 ","$91,800,000 "
"$47,000,000 ","$14,970,038 "
"$40,000,000 ","$12,624,471 "
"$17,000,000 ","$16,140,842 "
"$7,000,000 ","$16,866,928 "
"$45,000,000 ","$66,790,248 "
"$43,000,000 ","$63,078,756 "
"$11,000,000 ","$19,947,280 "
"$80,000,000 ","$183,354,514 "
"$15,000,000 ","$37,659,652 "
"$12,500,000 ","$33,436,931 "
"$500,000 ","$308,793 "
"$60,000,000 ","$67,312,826 "
"$55,000,000 ","$163,838,217 "
"$30,000,000 ","$107,054,484 "
"$20,000,000 ","$56,398,162 "
"$1,000,000 ",$703 
"$94,000,000 ","$934,699,645 "
"$12,500,000 ","$23,367,586 "
"$4,500,000 ","$25,344,490 "
"$97,000,000 ","$183,124,621 "
"$60,000,000 ","$199,043,309 "
"$25,000,000 ","$60,694,737 "
"$7,500,000 ","$11,843,260 "
"$6,000,000 ","$267,194 "
"$52,000,000 ","$355,612,291 "
"$45,000,000 ","$31,681,811 "
"$35,000,000 ","$111,854,182 "
"$30,000,000 ","$306,771,047 "
"$25,000,000 ","$97,030,468 "
"$10,000,000 ","$1,562,800 "
"$4,000,000 ","$17,639 "
"$1,000,000 ","$213,137 "
"$29,000,000 ","$33,013,805 "
"$170,000,000 ","$433,058,296 "
"$55,000,000 ","$126,425,115 "
"$54,000,000 ","$7,126,002 "
"$60,000,000 ","$90,723,216 "
"$20,000,000 ","$17,430,594 "
"$3,300,000 ","$32,059,295 "
"$14,000,000 ","$274,299 "
"$7,000,000 ","$47,289,758 "
"$26,000,000 ","$90,396,664 "
"$11,000,000 ","$24,150,550 "
"$500,000 ","$1,111,615 "
"$30,000,000 ","$6,460,758 "
"$125,000,000 ","$407,711,549 "
"$15,000,000 ","$55,534,455 "
"$10,000,000 ","$1,011,054 "
"$1,000,000 ","$475,367 "
"$60,000,000 ","$80,767,884 "
"$25,000,000 ","$125,339,088 "
"$80,000,000 ","$182,782,518 "
"$20,000,000 ","$140,122,225 "
"$7,000,000 ","$719,699 "
"$1,000,000 ","$703,020 "
"$55,000,000 ","$12,923,936 "
"$50,000,000 ","$28,920,188 "
"$24,000,000 ","$86,765,463 "
"$15,000,000 ","$12,262,065 "
"$25,000,000 ","$56,434,942 "
"$10,000,000 ","$1,641,788 "
"$4,000,000 ","$563,711 "
"$50,000,000 ","$55,489,826 "
"$20,000,000 ","$131,945,303 "
"$5,800,000 ","$421,021 "
"$5,500,000 ","$1,060,512 "
"$2,500,000 ","$2,013,052 "
"$500,000 ","$9,470,209 "
"$103,000 ","$16,137 "
"$55,000,000 ","$47,213,095 "
"$25,000,000 ","$58,240,458 "
"$20,000,000 ","$6,882,696 "
"$4,500,000 ","$1,022,649 "
"$68,000,000 ","$75,685,268 "
"$15,000,000 ","$14,933,713 "
"$5,900,000 ","$3,895,664 "
"$1,200,000 ","$58,936 "
"$85,000,000 ","$74,132,631 "
"$50,000,000 ","$42,598,498 "
"$35,200,000 ","$38,283,765 "
"$800,000 ","$2,900,578 "
"$1,200,000 ","$3,700,000 "
"$36,000,000 ","$43,797,731 "
"$25,000,000 ","$35,990,505 "
"$11,000,000 ","$97,837,138 "
"$3,000,000 ","$2,255,000 "
"$7,800,000 ","$24,021,282 "
"$52,000,000 ","$23,010,607 "
"$9,000,000 ","$12,657,377 "
"$6,000,000 ","$18,504,539 "
"$28,000,000 ","$39,134,983 "
"$20,000,000 ","$71,232,214 "
"$15,000,000 ","$34,499,204 "
"$4,500,000 ","$4,556,982 "
"$28,000,000 ","$82,183,683 "
"$20,000,000 ","$5,694,213 "
"$17,500,000 ","$325,491 "
"$15,000,000 ","$12,212,417 "
"$15,000,000 ","$220,944 "
"$4,000,000 ","$3,816,594 "
"$35,000,000 ","$11,559,747 "
"$17,000,000 ","$23,734,486 "
"$150,000,000 ","$427,300,260 "
"$140,000,000 ","$456,810,575 "
"$18,000,000 ","$62,646,763 "
"$1,100,000 ","$81,371 "
"$150,000,000 ","$738,576,929 "
"$81,000,000 ","$484,468,608 "
"$94,000,000 ","$936,429,370 "
"$60,000,000 ","$176,262,839 "
"$10,000,000 ","$28,649,556 "
"$76,000,000 ","$236,410,607 "
"$5,500,000 ","$6,148,823 "
"$4,300,000 ","$39,374,600 "
"$26,000,000 ","$160,822,438 "
"$75,000,000 ","$50,409,753 "
"$30,000,000 ","$26,214,846 "
"$25,000,000 ","$55,443,032 "
"$7,000,000 ","$196,067 "
"$5,000,000 ","$121,016 "
"$25,000 ",$0 
"$137,000,000 ","$245,229,234 "
"$30,000,000 ","$15,358,583 "
"$12,000,000 ","$4,922,166 "
"$9,000,000 ","$454,255 "
"$120,000,000 ","$227,200,000 "
"$8,000,000 ","$82,955,633 "
"$50,000,000 ","$178,890,782 "
"$50,000,000 ","$88,316,835 "
"$1,750,000 ","$634,803 "
"$75,000,000 ","$85,632,458 "
"$20,000,000 ","$164,675,402 "
"$6,500,000 ","$6,173,485 "
"$5,400,000 ","$8,133,256 "
"$45,000,000 ","$247,950,247 "
"$32,000,000 ","$220,236,410 "
"$130,000,000 ","$273,271,982 "
"$45,000,000 ","$163,126,676 "
"$16,000,000 ","$14,108,518 "
"$10,000,000 ","$14,156,753 "
"$2,000,000 ","$37,227 "
"$7,500,000 ","$555,335 "
"$90,000,000 ","$157,092,943 "
"$86,000,000 ","$148,715,342 "
"$40,000,000 ","$167,851,995 "
"$15,000,000 ","$353,743 "
"$4,000,000 ","$146,402 "
"$70,000,000 ","$207,154,748 "
"$30,000,000 ","$156,822,020 "
"$26,000,000 ","$68,613,992 "
"$25,000,000 ","$114,576,403 "
"$2,000,000 ","$8,685,632 "
"$2,000,000 ","$9,505,996 "
"$41,000,000 ","$22,108,977 "
"$20,000,000 ","$1,646,664 "
"$14,000,000 ","$15,549,702 "
"$1,000,000 ","$839,145 "
"$25,000,000 ","$119,923,801 "
"$5,000,000 ","$894,030 "
"$500,000 ","$254,293 "
"$60,000,000 ","$164,285,587 "
"$5,000,000 ","$25,913,869 "
"$125,000,000 ","$634,954,103 "
"$30,000,000 ","$47,902,566 "
"$22,000,000 ","$95,708,457 "
"$18,000,000 ","$13,203,044 "
"$1,000,000 ","$1,492,895 "
"$85,000,000 ","$80,831,893 "
"$40,000,000 ","$10,070,651 "
"$35,000,000 ","$32,738,814 "
"$18,000,000 ","$57,490,024 "
"$11,000,000 ","$4,234,355 "
"$2,500,000 ","$12,267,275 "
"$19,000,000 ","$101,564,935 "
"$500,000 ","$13,134 "
"$60,000,000 ","$121,327,628 "
"$55,000,000 ","$176,469,428 "
"$17,000,000 ","$45,312,217 "
"$7,000,000 ","$13,767,816 "
"$6,000,000 ","$181,798 "
"$70,000,000 ","$123,954,323 "
"$17,000,000 ","$9,438,074 "
"$9,000,000 ","$107,967,319 "
"$300,000 ","$3,571,253 "
"$12,000,000 ","$23,693,646 "
"$60,000,000 ","$11,427,090 "
"$45,000,000 ","$155,200,000 "
"$35,000,000 ","$53,293,628 "
"$8,000,000 ","$524,747 "
"$3,000,000 ","$10,051,516 "
"$1,000,000 ",$0 
"$6,000,000 ","$3,456,602 "
"$56,000,000 ","$195,660,942 "
"$7,000,000 ","$17,005,466 "
"$800,000 ","$58,163 "
"$250,000 ","$3,809,226 "
"$78,000,000 ","$179,265,204 "
"$1,900,000 ","$1,445,140 "
"$500,000 ","$19,800 "
"$135,000,000 ","$212,912,137 "
"$80,000,000 ","$54,540,662 "
"$300,000 ","$7,808,524 "
"$109,000,000 ","$133,818,283 "
"$40,000,000 ","$141,484,812 "
"$20,000,000 ","$59,667,625 "
"$90,000,000 ","$155,750,628 "
"$80,000,000 ","$26,703,184 "
"$65,000,000 ","$38,253,433 "
"$18,000,000 ","$77,147,031 "
"$4,000,000 ","$11,131,455 "
"$2,000,000 ","$17,403,168 "
"$5,600,000 ","$74,566,042 "
"$29,000,000 ","$97,413,527 "
"$4,000,000 ","$117,085,297 "
"$2,000,000 ","$1,660,865 "
"$1,500,000 ","$30,351,664 "
"$80,000,000 ","$266,685,242 "
"$55,000,000 ","$63,537,164 "
"$27,000,000 ","$1,545,064 "
"$12,000,000 ","$43,281,552 "
"$94,000,000 ","$1,141,403,341 "
"$65,000,000 ","$141,205,169 "
"$16,500,000 ","$16,157,923 "
"$10,000,000 ","$93,074,616 "
"$1,300,000 ","$90,213 "
"$5,000,000 ","$64,240,813 "
"$100,000,000 ","$95,255,485 "
"$80,000,000 ","$165,173,909 "
"$60,000,000 ","$98,819,789 "
"$40,000,000 ","$190,212,113 "
"$15,000,000 ","$3,396,508 "
"$30,000,000 ",$0 
"$4,000,000 ","$63,180 "
"$20,000 ",$0 
"$7,000 ",$900 
"$23,000,000 ","$19,123,851 "
"$75,000,000 ","$371,917,043 "
"$60,000,000 ","$102,332,848 "
"$22,000,000 ","$20,034,713 "
"$3,000,000 ","$6,879,730 "
"$42,000,000 ","$173,044,410 "
"$40,000,000 ","$46,176,322 "
"$10,000,000 ","$6,491,969 "
"$24,000,000 ","$16,980,098 "
"$13,000,000 ","$95,638,592 "
"$2,000,000 ","$15,396,525 "
"$50,000,000 ","$6,626,115 "
"$8,000,000 ","$50,811,858 "
"$850,000 ","$865,708 "
"$500,000 ","$1,971,479 "
"$110,000,000 ","$76,482,461 "
"$60,000,000 ","$99,823,958 "
"$56,000,000 ","$47,313,824 "
"$30,000,000 ","$29,356,757 "
"$10,000,000 ","$42,776,032 "
"$2,000,000 ","$11,234,552 "
"$75,000,000 ","$196,320,329 "
"$39,000,000 ","$6,429,865 "
"$26,000,000 ","$14,469,428 "
"$25,000,000 ","$20,718,223 "
"$15,000,000 ","$33,118,854 "
"$10,400,000 ","$1,610,194 "
"$25,000,000 ","$622,341,924 "
"$50,000,000 ","$40,119,848 "
"$8,500,000 ","$7,573,551 "
"$6,400,000 ","$79,384,539 "
"$5,000,000 ","$96,760 "
"$30,000,000 ","$21,577,076 "
"$20,000,000 ","$16,612,072 "
"$16,000,000 ","$11,540,112 "
"$12,500,000 ","$69,826,708 "
"$6,700,000 ","$223,878 "
"$35,000,000 ","$116,177,695 "
"$12,000,000 ","$92,863,945 "
"$28,000,000 ","$103,452,875 "
"$20,000,000 ","$72,703,462 "
"$20,000,000 ","$8,361,736 "
"$35,000,000 ","$77,392,139 "
"$35,000,000 ","$37,066,129 "
"$25,000,000 ","$181,185,387 "
"$20,000,000 ","$5,918,742 "
"$130,000,000 ","$796,688,549 "
"$55,000,000 ","$153,535,982 "
"$33,000,000 ","$54,533,774 "
"$20,000,000 ","$8,047,525 "
"$60,000,000 ","$130,968,579 "
"$30,000,000 ","$96,439,723 "
"$8,500,000 ","$30,298,347 "
"$3,400,000 ","$493,905 "
"$32,000,000 ","$29,948,322 "
"$30,000,000 ","$16,910,708 "
"$20,000,000 ","$14,566,246 "
"$18,000,000 ","$130,953,026 "
"$17,000,000 ","$2,694,071 "
"$78,000,000 ","$108,086,731 "
"$60,000,000 ","$170,200,225 "
"$92,000,000 ","$614,726,752 "
"$40,000,000 ","$35,195,939 "
"$150,000,000 ","$484,161,265 "
"$9,000,000 ","$12,512,317 "
"$70,000,000 ","$937,008,132 "
"$125,000,000 ","$556,319,450 "
"$50,000,000 ","$49,928,680 "
"$16,000,000 ","$14,553,807 "
"$5,000,000 ","$10,206,551 "
"$10,000 ","$1,987 "
"$28,000,000 ","$64,474,705 "
"$18,000,000 ","$65,842,412 "
"$18,000,000 ","$16,959,614 "
"$15,000,000 ","$5,953,886 "
"$4,000,000 ","$10,941,801 "
"$100,000 ","$110,536 "
"$60,000,000 ","$217,670,152 "
"$30,000,000 ","$21,758,371 "
"$7,500,000 ","$1,788,324 "
"$780,000 ","$1,310,470 "
"$500,000 ","$55,518,641 "
"$400,000 ","$1,162,014 "
"$110,000,000 ","$72,004,159 "
"$75,000,000 ","$218,673,959 "
"$30,000,000 ","$167,791,704 "
"$1,200,000 ",$0 
"$20,000,000 ","$111,448,997 "
"$6,000,000 ","$221,148,959 "
"$72,000,000 ","$62,176,754 "
"$30,000,000 ","$116,025,023 "
